"time","carID","edgeID","laneID","pos","speed"
"28.00","car4","E0","E0_1","170.93","14.30"
"28.00","car2","E0","E0_2","237.99","13.84"
"29.00","car1","-E12","-E12_0","24.91","2.26"
"29.00","car0","-E12","-E12_0","221.12","2.89"
"29.00","car7","-E12","-E12_1","10.97","2.19"
"29.00","car9","-E7","-E7_0","161.83","11.63"
"29.00","car3","-E7","-E7_1","247.05","14.99"
"29.00","car8","E0","E0_0","28.41","5.61"
"29.00","car6","E0","E0_0","65.66","8.59"
"29.00","car5","E0","E0_1","119.78","11.53"
"29.00","car4","E0","E0_1","184.89","13.96"
"29.00","car2","E0","E0_2","251.76","13.77"
"30.00","car7","-E12","-E12_0","13.07","2.10"
"30.00","car1","-E12","-E12_0","27.19","2.29"
"30.00","car0","-E12","-E12_0","223.67","2.56"
"30.00","car9","-E7","-E7_0","173.39","11.55"
"30.00","car3","-E7","-E7_1","261.94","14.89"
"30.00","car8","E0","E0_0","34.62","6.21"
"30.00","car6","E0","E0_0","74.97","9.31"
"30.00","car5","E0","E0_1","131.15","11.37"
"30.00","car4","E0","E0_2","198.99","14.10"
"30.00","car2","E0","E0_2","265.57","13.82"
"31.00","car7","-E12","-E12_0","15.17","2.10"
"31.00","car1","-E12","-E12_0","29.59","2.40"
"31.00","car0","-E12","-E12_0","226.30","2.63"
"31.00","car9","-E7","-E7_0","184.89","11.51"
"31.00","car3","-E7","-E7_1","276.73","14.79"
"31.00","car8","E0","E0_0","41.60","6.98"
"31.00","car6","E0","E0_1","85.02","10.05"
"31.00","car5","E0","E0_1","142.56","11.41"
"31.00","car4","E0","E0_2","213.26","14.26"
"31.00","car2","E0","E0_2","279.48","13.91"
"32.00","car7","-E12","-E12_0","17.49","2.32"
"32.00","car1","-E12","-E12_0","31.83","2.24"
"32.00","car0","-E12","-E12_0","229.03","2.73"
"32.00","car9","-E7","-E7_0","196.49","11.60"
"32.00","car3","-E7","-E7_1","291.76","15.03"
"32.00","car8","E0","E0_0","49.03","7.43"
"32.00","car6","E0","E0_1","95.69","10.67"
"32.00","car5","E0","E0_1","153.71","11.15"
"32.00","car4","E0","E0_2","227.56","14.31"
"32.00","car2","E0","E0_2","293.20","13.72"
"33.00","car7","-E12","-E12_0","19.93","2.44"
"33.00","car1","-E12","-E12_0","34.37","2.54"
"33.00","car0","-E12","-E12_0","231.61","2.58"
"33.00","car3","-E4","-E4_2","6.58","14.83"
"33.00","car9","-E7","-E7_0","208.35","11.86"
"33.00","car8","E0","E0_0","57.00","7.97"
"33.00","car6","E0","E0_1","106.81","11.12"
"33.00","car5","E0","E0_1","164.96","11.25"
"33.00","car4","E0","E0_2","241.49","13.93"
"33.00","car2","E0","E0_2","307.11","13.91"
"34.00","car7","-E12","-E12_0","22.13","2.20"
"34.00","car1","-E12","-E12_0","36.86","2.49"
"34.00","car0","-E12","-E12_0","234.51","2.91"
"34.00","car3","-E4","-E4_2","21.44","14.86"
"34.00","car9","-E7","-E7_0","220.01","11.67"
"34.00","car8","E0","E0_0","65.77","8.76"
"34.00","car6","E0","E0_1","118.45","11.64"
"34.00","car5","E0","E0_1","176.35","11.39"
"34.00","car4","E0","E0_2","255.70","14.21"
"34.00","car2","E0","E0_2","320.92","13.80"
"35.00","car7","-E12","-E12_0","24.50","2.37"
"35.00","car1","-E12","-E12_0","39.42","2.56"
"35.00","car0","-E12","-E12_0","237.16","2.65"
"35.00","car3","-E4","-E4_2","36.24","14.80"
"35.00","car9","-E7","-E7_0","231.89","11.87"
"35.00","car8","E0","E0_0","74.96","9.19"
"35.00","car6","E0","E0_1","130.87","12.42"
"35.00","car5","E0","E0_1","187.88","11.52"
"35.00","car4","E0","E0_2","269.88","14.18"
"35.00","car2","E0","E0_2","334.92","14.00"
"36.00","car7","-E12","-E12_0","26.88","2.38"
"36.00","car1","-E12","-E12_0","41.81","2.39"
"36.00","car0","-E12","-E12_0","239.97","2.81"
"36.00","car3","-E4","-E4_2","50.95","14.71"
"36.00","car9","-E7","-E7_1","243.52","11.64"
"36.00","car8","E0","E0_1","84.90","9.94"
"36.00","car6","E0","E0_1","143.93","13.06"
"36.00","car5","E0","E0_1","199.04","11.16"
"36.00","car4","E0","E0_2","284.00","14.12"
"36.00","car2","E0","E0_2","348.84","13.92"
"37.00","car7","-E12","-E12_0","29.06","2.18"
"37.00","car1","-E12","-E12_0","44.17","2.36"
"37.00","car0","-E12","-E12_0","242.90","2.93"
"37.00","car3","-E4","-E4_2","65.94","14.98"
"37.00","car9","-E7","-E7_1","255.12","11.59"
"37.00","car8","E0","E0_1","95.59","10.69"
"37.00","car6","E0","E0_1","157.75","13.82"
"37.00","car5","E0","E0_1","210.20","11.16"
"37.00","car4","E0","E0_2","297.92","13.92"
"37.00","car2","E0","E0_2","362.66","13.82"
"38.00","car7","-E12","-E12_0","31.17","2.11"
"38.00","car1","-E12","-E12_0","46.54","2.36"
"38.00","car0","-E12","-E12_0","245.55","2.65"
"38.00","car3","-E4","-E4_2","80.62","14.68"
"38.00","car9","-E7","-E7_1","266.97","11.85"
"38.00","car8","E0","E0_1","106.99","11.40"
"38.00","car6","E0","E0_1","172.27","14.52"
"38.00","car5","E0","E0_1","221.73","11.53"
"38.00","car4","E0","E0_2","311.92","14.00"
"38.00","car2","E0","E0_2","376.43","13.78"
"39.00","car7","-E12","-E12_0","33.62","2.45"
"39.00","car1","-E12","-E12_0","48.94","2.40"
"39.00","car0","-E12","-E12_0","248.28","2.73"
"39.00","car3","-E4","-E4_2","95.40","14.78"
"39.00","car9","-E7","-E7_1","278.77","11.80"
"39.00","car8","E0","E0_1","119.09","12.10"
"39.00","car5","E0","E0_1","233.21","11.48"
"39.00","car6","E0","E0_2","186.56","14.29"
"39.00","car4","E0","E0_2","326.15","14.23"
"39.00","car2","E0","E0_2","390.12","13.69"
"40.00","car7","-E12","-E12_0","35.77","2.15"
"40.00","car1","-E12","-E12_0","51.31","2.37"
"40.00","car0","-E12","-E12_0","251.09","2.81"
"40.00","car3","-E4","-E4_2","110.08","14.68"
"40.00","car9","-E7","-E7_1","290.60","11.83"
"40.00","car8","E0","E0_1","131.62","12.53"
"40.00","car6","E0","E0_2","200.78","14.21"
"40.00","car5","E0","E0_2","244.72","11.50"
"40.00","car4","E0","E0_2","340.21","14.06"
"40.00","car2","E0","E0_2","404.06","13.94"
"41.00","car7","-E12","-E12_0","37.92","2.15"
"41.00","car1","-E12","-E12_0","53.73","2.42"
"41.00","car0","-E12","-E12_0","253.96","2.87"
"41.00","car9","-E4","-E4_2","2.31","11.71"
"41.00","car3","-E4","-E4_2","124.91","14.83"
"41.00","car8","E0","E0_1","144.54","12.92"
"41.00","car6","E0","E0_2","215.12","14.34"
"41.00","car5","E0","E0_2","256.23","11.51"
"41.00","car4","E0","E0_2","354.29","14.08"
"41.00","car2","E0","E0_2","418.07","14.01"
"42.00","car7","-E12","-E12_0","40.26","2.35"
"42.00","car1","-E12","-E12_0","56.16","2.43"
"42.00","car0","-E12","-E12_0","256.54","2.57"
"42.00","car9","-E4","-E4_2","13.89","11.57"
"42.00","car3","-E4","-E4_2","139.81","14.90"
"42.00","car8","E0","E0_1","157.19","12.66"
"42.00","car6","E0","E0_2","229.39","14.28"
"42.00","car5","E0","E0_2","267.50","11.27"
"42.00","car4","E0","E0_2","368.44","14.14"
"42.00","car2","E0","E0_2","431.92","13.85"
"43.00","car7","-E12","-E12_0","42.56","2.30"
"43.00","car1","-E12","-E12_0","58.69","2.53"
"43.00","car0","-E12","-E12_0","259.31","2.77"
"43.00","car9","-E4","-E4_2","25.69","11.81"
"43.00","car3","-E4","-E4_2","154.50","14.69"
"43.00","car8","E0","E0_1","170.16","12.97"
"43.00","car6","E0","E0_2","243.61","14.22"
"43.00","car5","E0","E0_2","278.87","11.37"
"43.00","car4","E0","E0_2","382.73","14.29"
"43.00","car2","E0","E0_2","445.78","13.86"
"44.00","car7","-E12","-E12_0","44.95","2.39"
"44.00","car1","-E12","-E12_0","60.91","2.22"
"44.00","car0","-E12","-E12_0","262.05","2.74"
"44.00","car9","-E4","-E4_2","37.51","11.82"
"44.00","car3","-E4","-E4_2","169.37","14.86"
"44.00","car8","E0","E0_1","183.00","12.84"
"44.00","car6","E0","E0_2","258.05","14.44"
"44.00","car5","E0","E0_2","290.04","11.16"
"44.00","car4","E0","E0_2","396.99","14.25"
"44.00","car2","E0","E0_2","459.57","13.80"
"45.00","car7","-E12","-E12_0","47.20","2.25"
"45.00","car1","-E12","-E12_0","63.30","2.39"
"45.00","car0","-E12","-E12_0","264.90","2.86"
"45.00","car9","-E4","-E4_2","49.16","11.65"
"45.00","car3","-E4","-E4_2","183.36","13.99"
"45.00","car8","E0","E0_1","195.82","12.81"
"45.00","car6","E0","E0_2","272.43","14.38"
"45.00","car5","E0","E0_2","301.37","11.33"
"45.00","car4","E0","E0_2","410.98","13.99"
"45.00","car2","E0","E0_2","473.33","13.75"
"46.00","car7","-E12","-E12_0","49.36","2.16"
"46.00","car1","-E12","-E12_0","65.79","2.48"
"46.00","car0","-E12","-E12_0","267.56","2.66"
"46.00","car9","-E4","-E4_2","60.75","11.59"
"46.00","car3","-E4","-E4_2","193.16","9.80"
"46.00","car8","E0","E0_2","208.72","12.90"
"46.00","car6","E0","E0_2","286.76","14.33"
"46.00","car5","E0","E0_2","312.82","11.45"
"46.00","car4","E0","E0_2","425.09","14.12"
"46.00","car2","E0","E0_2","486.55","13.22"
"47.00","car7","-E12","-E12_0","51.75","2.39"
"47.00","car1","-E12","-E12_0","68.07","2.28"
"47.00","car0","-E12","-E12_0","270.13","2.57"
"47.00","car9","-E4","-E4_2","72.59","11.84"
"47.00","car3","-E4","-E4_2","198.46","5.30"
"47.00","car8","E0","E0_2","221.72","13.00"
"47.00","car6","E0","E0_2","300.36","13.60"
"47.00","car5","E0","E0_2","324.26","11.44"
"47.00","car4","E0","E0_2","439.34","14.25"
"47.00","car2","E0","E0_2","495.36","8.81"
"48.00","car7","-E12","-E12_0","54.17","2.42"
"48.00","car1","-E12","-E12_0","70.41","2.34"
"48.00","car0","-E12","-E12_0","272.76","2.63"
"48.00","car3","-E12","-E12_1","1.22","2.76"
"48.00","car9","-E4","-E4_2","84.26","11.67"
"48.00","car8","E0","E0_2","234.60","12.89"
"48.00","car6","E0","E0_2","313.37","13.01"
"48.00","car5","E0","E0_2","335.79","11.54"
"48.00","car4","E0","E0_2","453.37","14.02"
"48.00","car2","E0","E0_2","499.67","4.31"
"49.00","car7","-E12","-E12_0","56.60","2.44"
"49.00","car1","-E12","-E12_0","72.96","2.55"
"49.00","car0","-E12","-E12_0","275.65","2.89"
"49.00","car3","-E12","-E12_1","3.95","2.73"
"49.00","car9","-E4","-E4_2","96.14","11.88"
"49.00","car8","E0","E0_2","247.36","12.76"
"49.00","car6","E0","E0_2","325.94","12.57"
"49.00","car5","E0","E0_2","347.10","11.30"
"49.00","car4","E0","E0_2","467.42","14.06"
"49.00","car2","E12","E12_2","2.43","2.76"
"50.00","car7","-E12","-E12_0","58.86","2.26"
"50.00","car1","-E12","-E12_0","75.28","2.33"
"50.00","car0","-E12","-E12_0","278.51","2.86"
"50.00","car3","-E12","-E12_1","6.67","2.72"
"50.00","car9","-E4","-E4_2","107.80","11.66"
"50.00","car8","E0","E0_2","260.16","12.80"
"50.00","car6","E0","E0_2","337.82","11.88"
"50.00","car5","E0","E0_2","358.54","11.44"
"50.00","car4","E0","E0_2","480.89","13.46"
"50.00","car2","E12","E12_2","5.05","2.62"
"51.00","car7","-E12","-E12_0","61.26","2.39"
"51.00","car1","-E12","-E12_0","77.88","2.60"
"51.00","car0","-E12","-E12_0","281.45","2.94"
"51.00","car3","-E12","-E12_1","9.30","2.64"
"51.00","car9","-E4","-E4_2","119.54","11.74"
"51.00","car8","E0","E0_2","272.82","12.66"
"51.00","car6","E0","E0_2","349.68","11.86"
"51.00","car5","E0","E0_2","369.85","11.31"
"51.00","car4","E0","E0_2","490.93","10.04"
"51.00","car2","E12","E12_2","7.50","2.45"
"52.00","car7","-E12","-E12_0","63.64","2.38"
"52.00","car1","-E12","-E12_0","80.38","2.50"
"52.00","car0","-E12","-E12_0","284.08","2.64"
"52.00","car3","-E12","-E12_1","12.05","2.75"
"52.00","car9","-E4","-E4_2","131.23","11.69"
"52.00","car8","E0","E0_2","285.78","12.96"
"52.00","car6","E0","E0_2","361.41","11.73"
"52.00","car5","E0","E0_2","381.16","11.31"
"52.00","car4","E0","E0_2","497.39","6.46"
"52.00","car2","E12","E12_2","10.26","2.76"
"53.00","car7","-E12","-E12_0","65.99","2.35"
"53.00","car1","-E12","-E12_0","82.77","2.40"
"53.00","car0","-E12","-E12_0","286.90","2.82"
"53.00","car3","-E12","-E12_1","14.91","2.86"
"53.00","car9","-E4","-E4_2","142.76","11.54"
"53.00","car8","E0","E0_2","298.58","12.80"
"53.00","car6","E0","E0_2","372.91","11.50"
"53.00","car5","E0","E0_2","392.47","11.31"
"53.00","car4","E12","E12_2","0.11","2.72"
"53.00","car2","E12","E12_2","12.88","2.63"
"54.00","car3","-E12","-E12_0","17.55","2.63"
"54.00","car7","-E12","-E12_0","68.40","2.41"
"54.00","car1","-E12","-E12_0","85.32","2.54"
"54.00","car0","-E12","-E12_0","289.76","2.85"
"54.00","car9","-E4","-E4_2","154.39","11.63"
"54.00","car8","E0","E0_2","311.25","12.66"
"54.00","car6","E0","E0_2","384.10","11.19"
"54.00","car5","E0","E0_2","403.76","11.29"
"54.00","car2","E12","E12_1","15.60","2.72"
"54.00","car4","E12","E12_2","2.69","2.58"
"55.00","car3","-E12","-E12_0","20.33","2.78"
"55.00","car7","-E12","-E12_0","70.74","2.34"
"55.00","car1","-E12","-E12_0","87.67","2.35"
"55.00","car0","-E12","-E12_0","292.46","2.71"
"55.00","car9","-E4","-E4_2","166.08","11.68"
"55.00","car8","E0","E0_2","324.10","12.85"
"55.00","car6","E0","E0_2","395.56","11.47"
"55.00","car5","E0","E0_2","415.21","11.45"
"55.00","car2","E12","E12_1","18.15","2.55"
"55.00","car4","E12","E12_2","5.46","2.77"
"56.00","car3","-E12","-E12_0","23.03","2.70"
"56.00","car7","-E12","-E12_0","72.85","2.11"
"56.00","car1","-E12","-E12_0","89.93","2.26"
"56.00","car0","-E12","-E12_0","295.13","2.66"
"56.00","car9","-E4","-E4_2","177.61","11.53"
"56.00","car8","E0","E0_2","337.11","13.02"
"56.00","car6","E0","E0_2","407.22","11.66"
"56.00","car5","E0","E0_2","426.65","11.44"
"56.00","car2","E12","E12_1","20.93","2.77"
"56.00","car4","E12","E12_2","8.12","2.65"
"57.00","car3","-E12","-E12_0","26.01","2.97"
"57.00","car7","-E12","-E12_0","75.27","2.41"
"57.00","car1","-E12","-E12_0","92.30","2.36"
"57.00","car0","-E12","-E12_0","297.73","2.60"
"57.00","car9","-E4","-E4_2","189.21","11.60"
"57.00","car8","E0","E0_2","350.14","13.02"
"57.00","car6","E0","E0_2","418.68","11.45"
"57.00","car5","E0","E0_2","437.98","11.33"
"57.00","car2","E12","E12_1","23.54","2.61"
"57.00","car4","E12","E12_2","10.67","2.55"
"58.00","car0","-E0","-E0_0","0.37","2.65"
"58.00","car3","-E12","-E12_0","28.90","2.90"
"58.00","car7","-E12","-E12_0","77.62","2.36"
"58.00","car1","-E12","-E12_0","94.74","2.44"
"58.00","car9","-E4","-E4_2","196.45","7.23"
"58.00","car8","E0","E0_2","363.13","12.99"
"58.00","car6","E0","E0_2","429.92","11.24"
"58.00","car5","E0","E0_2","449.43","11.45"
"58.00","car2","E12","E12_1","26.29","2.76"
"58.00","car4","E12","E12_2","13.40","2.73"
"59.00","car0","-E0","-E0_0","3.47","3.09"
"59.00","car3","-E12","-E12_0","31.70","2.79"
"59.00","car7","-E12","-E12_0","79.91","2.29"
